id,favorite_count,retweet_count,date,text,rating_numerator,rating_denominator,name,stage,jpg_url,img_num,breed
888078434458587136,21518,3457,2017-07-20,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,-,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,french_bulldog
887705289381826560,29824,5330,2017-07-19,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,-,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset
887473957103951883,68300,17992,2017-07-19,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,-,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,pembroke
887343217045368832,33296,10291,2017-07-18,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,Canela,-,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,mexican_hairless
887101392804085760,30218,5895,2017-07-18,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,Canela,-,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,samoyed
886983233522544640,34759,7691,2017-07-17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,-,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,chihuahua
886736880519319552,11916,3251,2017-07-16,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,-,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz
886366144734445568,20956,3166,2017-07-15,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,french_bulldog
886258384151887873,27671,6209,2017-07-15,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,-,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,pug
885984800019947520,32317,6736,2017-07-14,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,-,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,blenheim_spaniel
885528943205470208,35588,6362,2017-07-13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,-,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug
885167619883638784,21678,4336,2017-07-12,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,Maisey,-,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute
884925521741709313,76615,18239,2017-07-12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,-,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,italian_greyhound
884876753390489601,27605,5728,2017-07-11,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,-,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow
884562892145688576,24041,4818,2017-07-11,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,-,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug
884441805382717440,26692,5593,2017-07-10,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,Kevin,-,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,pembroke
884162670584377345,20139,2953,2017-07-09,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,german_shepherd
883838122936631299,21656,3410,2017-07-09,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,-,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,doberman
883482846933004288,45438,9858,2017-07-08,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",14,10,Bella,-,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever
883360690899218434,22326,3641,2017-07-07,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow
883117836046086144,36788,6611,2017-07-07,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,Bella,-,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever
882992080364220416,23695,3878,2017-07-06,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,-,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,eskimo_dog
882762694511734784,28003,4871,2017-07-06,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,labrador_retriever
882627270321602560,27601,6022,2017-07-05,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,-,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,pembroke
882268110199369728,44471,11481,2017-07-04,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,-,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever
882045870035918850,29018,4923,2017-07-04,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,-,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,golden_retriever
881906580714921986,24044,3366,2017-07-03,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,-,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,weimaraner
881666595344535552,50006,10557,2017-07-03,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,-,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,saluki
881536004380872706,48895,15804,2017-07-02,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,samoyed
880872448815771648,21049,3780,2017-06-30,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,Louis,-,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,pembroke
880465832366813184,28234,6223,2017-06-29,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,-,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever
880221127280381952,26766,4172,2017-06-29,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,-,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,chihuahua
880095782870896641,27342,4321,2017-06-28,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,Jesse,-,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher
879862464715927552,22104,3467,2017-06-28,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,-,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset
879492040517615616,23170,3158,2017-06-27,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,-,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,german_short-haired_pointer
879415818425184262,104759,43812,2017-06-26,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,-,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,english_springer
879376492567855104,16598,3097,2017-06-26,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,-,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,labrador_retriever
879008229531029506,18788,2671,2017-06-25,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,-,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla
878776093423087618,19213,4099,2017-06-25,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,italian_greyhound
878281511006478336,7671,1280,2017-06-23,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,-,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset
878057613040115712,41605,6772,2017-06-23,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,-,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,french_bulldog
877736472329191424,79012,18950,2017-06-22,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,-,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,chesapeake_bay_retriever
877556246731214848,22497,3782,2017-06-21,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,-,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,basset
877316821321428993,27098,5137,2017-06-21,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,-,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,saluki
877201837425926144,26838,5544,2017-06-20,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,-,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,pembroke
876838120628539392,20464,3326,2017-06-19,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound
876484053909872640,18569,2380,2017-06-18,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,-,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever
876120275196170240,27641,4660,2017-06-17,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,-,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,bernese_mountain_dog
875747767867523072,24941,4262,2017-06-16,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,-,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,labrador_retriever
875144289856114688,21722,4900,2017-06-15,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,-,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,siberian_husky
875021211251597312,25232,4691,2017-06-14,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,Nugget,-,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,west_highland_white_terrier
874680097055178752,27579,4621,2017-06-13,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,-,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,labrador_retriever
874296783580663808,25834,4093,2017-06-12,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel
874057562936811520,22451,3941,2017-06-12,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",12,10,Cash,-,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever
874012996292530176,34317,10396,2017-06-11,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",13,10,Sebastian,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,cardigan
873580283840344065,24029,3939,2017-06-10,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",13,10,Cash,-,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,newfoundland
873213775632977920,7186,1585,2017-06-09,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",12,10,Sierra,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla
872967104147763200,27166,5396,2017-06-09,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,12,10,Cash,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,labrador_retriever
872820683541237760,14612,3694,2017-06-08,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",13,10,Cash,-,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug
872620804844003328,20636,3696,2017-06-08,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,13,10,Monkey,-,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel
872486979161796608,40393,9005,2017-06-07,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,12,10,Monkey,-,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,pembroke
872261713294495745,33982,6328,2017-06-07,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,13,10,Harry,-,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,labrador_retriever
872122724285648897,34259,8123,2017-06-06,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,12,10,Kody,-,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,pug
871879754684805121,37816,11203,2017-06-06,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,13,10,Lassie,-,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,shetland_sheepdog
871762521631449091,20168,3481,2017-06-05,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,12,10,Rover,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,labrador_retriever
871515927908634625,20116,3457,2017-06-04,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,12,10,Napolean,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,komondor
871032628920680449,22564,3821,2017-06-03,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",13,10,Boomer,-,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,kelpie
870656317836468226,12371,2659,2017-06-02,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",13,10,Cody,-,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,pembroke
870374049280663552,82463,26345,2017-06-01,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,13,10,Zoey,-,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever
870308999962521604,21766,4177,2017-06-01,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",13,10,Rumble,-,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,greater_swiss_mountain_dog
869772420881756160,42331,10097,2017-05-31,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",13,10,Dewey,-,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,pembroke
869702957897576449,28210,6381,2017-05-30,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,13,10,Stanley,-,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,pembroke
869596645499047938,15959,3149,2017-05-30,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,12,10,Scout,doggo,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,chihuahua
869227993411051520,20423,3815,2017-05-29,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,13,10,Gizmo,-,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,pembroke
868880397819494401,65680,14636,2017-05-28,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,14,10,Walter,-,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,french_bulldog
868622495443632128,27223,5844,2017-05-28,Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways https://t.co/yeaH8Ej5eM,13,10,Walter,-,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,labrador_retriever
868552278524837888,10156,2116,2017-05-27,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",12,10,Cooper,-,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,whippet
867900495410671616,24219,4219,2017-05-26,"Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 https://t.co/JMhDNv5wXZ",12,10,Cooper,-,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,labrador_retriever
867774946302451713,34072,7423,2017-05-25,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,13,10,Harold,-,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,border_collie
867421006826221569,16160,2539,2017-05-24,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,12,10,Shikha,puppo,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,eskimo_dog
867051520902168576,32345,7963,2017-05-23,"Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 https://t.co/M5Rz0R8SIQ",13,10,Harold,-,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,samoyed
